source,target,exposure
5A,BR,1603.604
5A,HT,44.558
5A,DK,99.417
5A,BJ,50.915
5A,HR,51.287
5A,BI,37.919
5A,ID,402.856
5A,DO,0.48
5A,BN,51.826
5A,HU,5110.271
5A,BM,598.751
5A,CZ,0.056
5A,BF,10.278
5A,4Y,775229.569
5A,GT,295.064
5A,CY,1.685
5A,BE,1114.975
5A,4W,96644.378
5A,HN,189.805
5A,DE,879.537
5A,BH,1493.319
5A,HK,55380.953
5A,BG,734.269
5A,5C,894123.928
5A,GN,28.048
5A,BA,27.186
5A,4T,993812.465
5A,GM,8.414
5A,AZ,134.325
CH,KI,0.006
5A,GR,518.687
5A,BD,68.099
5A,4U,108003.278
5A,GQ,4.22
5A,BB,209.003
5A,KW,16085.847
5A,CR,172.479
5A,AW,1.0
5A,1C,803.013
5A,KR,11816.821
5A,CO,116.822
5A,AU,90839.671
5A,KZ,1512.559
5A,GN,4.447
5A,CU,5.114
5A,BA,16.221
CH,TO,0.312
5A,KY,604909.481
5A,KH,11.019
5A,GE,0.09
5A,CL,371.88
5A,AO,440.821
5A,KG,0.1
5A,CI,104.951
5A,GH,6.127
5A,CN,6924.244
5A,AT,3141.808
5A,5J,533371.49
5A,KN,135.616
5A,GG,3.0
5A,CM,20.115
5A,AR,376.684
5A,JO,89.589
5A,FR,10.323
5A,CF,4.443
5A,JM,132.821
5A,CD,253.052
5A,AF,5.0
CH,SB,0.126
5A,JE,20807.57
5A,CA,1041.02
5A,AE,40864.765
5A,KE,95.99
5A,GB,1654.586
5A,CH,11550.572
5A,AM,26.06
5A,JP,27960.316
5A,GA,0.017
5A,CG,66.957
5A,AL,29.89
5A,IR,4.263
5A,ET,3.977
5A,BY,45.434
5A,5M,160137.444
5A,IQ,65.607
5A,ES,8.573
5A,BT,0.387
5A,5K,2402862.906
5A,IT,2841.071
5A,FJ,0.166
5A,AD,31.415
5A,IS,116.818
5A,FI,458.718
5A,BZ,252.797
5A,5R,4581714.125
5A,MG,0.198
5A,IN,206.023
5A,EG,3940.42
5A,BS,49786.825
CH,SO,0.519
5A,ME,0.089
5A,EE,107.325
5A,BR,18364.501
CH,SH,0.023
5A,MK,1.0
5A,IR,1.012
5A,ET,31.227
5A,BY,3.073
DE,5J,5757639.0
5A,MH,7167.279
5A,IQ,66.849
5A,ES,2027.73
CH,SS,1.029
5A,LY,1831.171
5A,ID,13.538
5A,DO,223.491
5A,BN,125.585
CH,KM,0.815
5A,LV,18.89
5A,HU,83.395
5A,DM,11.136
5A,BM,557.267
CH,FK,0.022
5A,MD,0.001
5A,IL,6.291
5A,EC,79.895
CH,LS,0.079
5A,MA,52.203
5A,IE,57.816
5A,DZ,123.871
5A,BO,7.004
ID,5J,7057.222
5A,LR,2351.545
5A,HN,1.235
5A,DE,4353.843
5A,BH,21161.657
5A,LK,8.482
5A,HK,556.355
5A,BG,304.387
5A,LU,139528.492
5A,HT,0.012
5A,DK,128.986
5A,LT,66.644
5A,HR,0.045
5A,DJ,39.769
5A,LB,696.019
5A,GR,14.246
5A,CW,114.497
5A,BD,534.408
5A,CV,2.085
5A,BB,21437.896
5A,LI,969.803
5A,CZ,910.224
5A,LC,115.845
5A,GT,0.099
5A,CY,8873.873
5A,BE,20139.764
CH,MM,1.628
5A,AM,36.147
CH,ML,9.262
5A,AL,14.343
5A,2O,9.273
5A,AO,22.168
CH,MO,314.578
CH,MN,4.275
5A,AE,25201.807
CH,ME,47.5
5A,AD,18.431
5A,4L,15006.717
CH,MD,26.008
CH,MK,199.004
5A,AI,515.534
CH,MH,1570.353
5A,AF,0.009
CH,MG,25.862
CH,LV,316.229
CH,LU,33919.85
5A,5R,3615581.021
CH,MA,554.365
5A,5M,1214.456
CH,LY,108.815
5A,5K,1348715.123
CH,LK,22.187
CH,LT,158.429
CH,LR,757.741
CH,LA,4.16
CH,2Z,10856.814
5A,3C,16180.837
CH,KZ,1064.656
5A,BN,157.602
CH,LC,19.535
IN,5J,3273.731
IN,5J,3922.301
CH,LB,1964.641
5A,BM,37387.226
CH,KR,1110.14
5A,4Y,15042.674
CH,KP,0.043
5A,BE,10705.489
5A,4W,19782.218
CH,KY,7849.722
5A,BH,745.838
CH,KW,3909.545
5A,BG,71.386
5A,5C,3303.865
CH,KG,9.796
5A,BA,3.0
5A,4T,38953.352
IN,5J,648.544
CH,KE,244.381
5A,AZ,156.365
5A,BD,7.74
5A,4U,3984.418
CH,KH,16.686
5A,BB,2020.441
5A,2Z,3034.126
5A,2B,612.89
5A,AT,1039.24
CH,JM,2.486
5A,AR,2596.993
CH,JE,7306.455
CH,JP,1313.918
5A,AW,79.054
5A,2W,-0.003
5A,AU,20224.98
CH,JO,2803.531
CH,IR,242.759
5A,CL,4396.043
5A,AO,1951.342
CH,IQ,345.992
5A,CI,23.901
5A,CN,23155.156
5A,AT,27.007
CH,IT,15099.279
5A,CM,5.0
5A,AR,5.502
CH,IS,151.165
5A,CF,0.267
5A,AI,0.003
CH,IE,4350.624
5A,CD,69.169
5A,AF,0.006
CH,ID,117.565
CH,IN,590.181
5A,CH,31059.542
CH,IM,495.164
5A,CG,0.096
5A,AL,0.078
5A,2O,119.715
CH,IL,3136.704
CH,HR,292.6
5A,BY,582.092
5A,5M,14.134
CH,HN,1120.383
5A,5K,6003.393
5A,CA,63277.559
5A,AE,2616.355
CH,HU,852.196
5A,4L,16718.042
CH,HT,3.338
5A,BZ,1001.204
5A,5R,21010.11
5A,BQ,3.029
CH,GT,182.352
5A,BO,199.173
CH,GR,2892.724
5A,BS,11276.23
CH,HK,33839.109
5A,BR,6721.537
CH,GW,0.98
CH,GM,2.875
5A,DO,646.563
5A,BN,103.165
5A,DM,11.129
5A,EC,387.282
5A,BQ,0.022
CH,GQ,11.023
5A,DZ,42.431
5A,BO,0.727
CH,GN,6.282
CH,GG,45350.009
5A,DE,13278.599
5A,BH,114.582
CH,GE,138.393
5A,BG,12.487
5A,5C,36737.696
CH,GI,3442.814
5A,DK,5916.627
5A,BJ,1.0
5A,3C,13935.24
CH,GH,163.708
5A,DJ,1.575
5A,BI,0.177
CH,GA,11.506
5A,CW,588.507
5A,BD,0.38
5A,4U,13822.027
CH,FR,61096.482
5A,CV,0.045
5A,2Z,134.614
CH,GD,3.325
5A,CZ,822.862
5A,BF,0.104
5A,4Y,30126.74
CH,GB,125526.707
5A,CY,10692.534
5A,BE,98.587
5A,4W,75040.663
5A,CR,499.055
5A,AW,0.002
CH,FJ,1.307
5A,CO,2248.707
5A,AU,145.005
CH,FI,195.078
5A,CU,157.975
5A,4T,135170.267
CH,FO,0.266
5A,AZ,3.621
CH,FM,10.576
CH,EG,2602.339
CH,EE,241.983
5A,2N,0.003
CH,EC,49.211
CH,ET,20.416
CH,ES,9780.996
CH,DM,5.264
5A,2H,0.056
5A,5J,508.01
CH,DK,1290.08
CH,DZ,165.064
CH,DO,518.56
CH,CZ,941.451
CH,DJ,9.464
CH,DE,48485.389
HK,5J,861290.654
CH,CV,2.562
CH,CU,2.886
CH,CY,7950.544
CH,CW,154.144
CH,CO,159.309
CH,CN,3274.87
CH,5J,231270.62
CH,CR,481.845
CH,1C,27154.066
CH,CI,96.382
CH,CM,9.095
CH,CL,897.444
5A,2Z,57777.309
CH,CD,205.635
5A,5J,227430.338
CH,CA,1440.013
CH,CG,23.508
5A,2W,1.285
5A,1C,206.642
CH,CF,1.59
CH,BY,31.029
FI,5J,-354.067
CH,BT,0.681
5A,2O,2.442
5A,2R,-0.001
CH,BZ,406.458
CH,BQ,5.688
CH,BO,139.615
CH,BN,7.406
CH,BS,8695.409
CH,BR,1759.503
5A,2O,36.218
5A,5J,1040611.27
CH,BI,5.401
CH,BH,575.161
CH,BM,1985.561
5A,4L,2266865.899
CH,BJ,42.589
CH,BE,1723.364
CH,BD,133.512
CH,BG,3238.305
CH,BF,7.975
5A,3C,20008.023
CH,AZ,273.684
CH,AW,34.79
CH,BB,99.572
CH,BA,1083.643
CH,AR,1021.685
CH,AO,1098.89
5A,5C,465830.376
CH,AU,993.334
5A,3C,144.042
CH,AT,12184.705
CH,AL,104.828
5A,4U,61536.756
5A,2Z,2.721
5A,2B,0.002
5A,4Y,164056.694
CH,AM,75.184
5A,4W,79599.578
5A,2W,0.001
5A,1W,0.001
5A,1C,1.0
CH,AD,210.81
CH,AF,3.448
5A,4T,325201.051
CH,AE,11682.619
5A,5J,5773485.854
CH,KH,16.686
CH,KR,14.591
CH,SB,0.126
CH,KP,0.021
CH,JP,833.971
CH,JO,458.953
CH,KG,9.644
CH,KE,184.413
CH,IS,23.14
CH,LS,0.079
CH,IR,87.488
5A,5J,973494.5
CH,SS,1.029
CH,JM,2.486
CH,SO,0.519
CH,JE,2253.085
CH,SH,0.023
CH,IT,10853.039
CH,IM,490.773
CH,IL,2502.722
CH,KM,0.815
CH,IQ,38.243
CH,FK,0.022
CH,IN,79.513
CH,HU,518.124
CH,HT,2.779
CH,IE,2326.575
KR,5J,65916.629
CH,ID,88.47
5A,5J,4000621.29
CH,HK,2186.753
CH,GW,0.98
5A,1C,58624.759
CH,HR,260.815
CH,HN,11.391
CH,GQ,11.023
CH,GN,5.559
5A,5J,1692.129
CH,GT,32.352
CH,GR,2538.592
CH,GI,640.0
KR,5J,131004.274
KR,5J,196920.903
CH,GH,20.067
CH,GM,2.875
CH,GD,3.325
CH,GB,13424.428
CH,GY,0.212
CH,GG,15515.97
CH,ER,0.516
CH,GE,133.152
CH,FO,0.266
CH,FM,10.576
CH,BW,14.843
CH,GA,11.506
CH,FR,16163.207
CH,ES,3343.988
CH,EG,871.892
CH,FJ,1.307
CH,FI,149.918
CH,ET,18.133
5A,5J,21367.261
CH,DZ,120.825
CH,DO,102.48
CH,EE,241.983
CH,EC,47.798
CH,DJ,9.464
5A,2B,2.152
CH,ZW,45.909
CH,DE,32100.509
CH,DM,5.264
CH,DK,333.836
5A,1W,79.501
5A,1C,1476.491
CH,CY,7816.312
CH,YE,25.222
CH,CW,153.765
5A,5J,385.573
CH,ZM,38.101
CH,ZA,1195.414
CH,CZ,694.817
CH,VN,1122.503
CH,CR,130.353
5A,5J,61454.087
CH,WS,70.455
CH,CV,2.398
CH,VU,2.303
CH,CU,2.886
CH,VA,34.47
CH,CM,8.961
CH,UZ,371.099
CH,CL,185.607
CH,VE,904.284
CH,CO,97.606
CH,VC,180.297
CH,CN,444.565
CH,UG,22.574
CH,CG,23.508
CH,UA,870.031
CH,CF,1.59
CH,UY,915.045
CH,CI,93.763
CH,US,17194.347
CH,TT,225.934
CH,TR,2258.858
CH,BZ,406.306
CH,TN,309.386
CH,BY,31.029
CH,TZ,190.269
CH,CD,56.628
CH,TW,2102.635
CH,CA,957.393
CH,TH,1764.165
CH,BR,791.679
CH,TG,8.391
CH,BQ,5.688
CH,TM,5.035
CH,BT,0.096
CH,TJ,63.449
CH,BS,2105.709
CH,SZ,0.915
CH,BM,1979.568
CH,SY,77.182
CH,BJ,41.262
CH,TD,1.71
CH,BO,119.492
CH,TC,57.387
CH,BN,7.406
CH,BG,369.928
CH,ST,1.577
CH,BF,7.105
CH,SX,5.268
CH,BI,5.401
CH,SV,5.926
CH,BH,339.543
CH,SM,40.382
CH,BB,99.572
CH,SL,0.583
CH,BA,108.856
CH,SR,9.068
CH,BE,1058.679
CH,SN,48.149
CH,BD,10.273
CH,SG,63931.458
CH,AU,441.363
CH,SE,664.958
CH,AT,3902.126
CH,SK,131.019
CH,AZ,70.374
CH,SI,123.0
CH,AW,34.79
CH,SA,2752.026
CH,RW,13.247
CH,AM,73.923
CH,SD,18.135
CH,AR,914.632
CH,SC,410.585
CH,AO,266.356
CH,RO,303.35
CH,AF,3.448
CH,QA,1217.439
CH,AE,8150.306
CH,RU,10289.542
CH,AL,10.566
CH,RS,1506.374
CH,PT,2628.612
CH,PS,281.886
CH,PL,3022.328
CH,PY,88.646
CH,AD,206.767
BR,5J,38.412
CH,PG,13.532
CH,PF,22.057
CH,PK,114.868
CH,PH,309.018
CH,OM,1038.108
BR,5J,767.531
BR,5J,729.119
CH,NZ,444.72
CH,PE,1484.798
CH,PA,3879.618
CH,NL,19866.575
CH,NI,4.353
CH,NP,421.156
CH,NO,2626.395
CH,NC,8.707
CH,NG,217.917
CH,NE,3.734
CH,MX,8414.961
CH,MW,3.637
CH,MZ,31.783
CH,MY,157.562
CH,MT,2071.574
CH,MR,4.752
CH,MV,4.258
CH,MU,448.797
US,5J,318866.0
US,5J,318866.0
5A,5J,1945603.373
5A,1C,69037.057
5A,5J,112346.535
5A,1W,12.776
5A,1C,13154.615
FR,5J,17.0
FR,5J,3280927.0
5A,2B,2.0
FR,5J,368919.0
FR,5J,3649863.0
5A,5J,8014.678
5A,5J,2185.889
5A,2O,0.798
5A,5J,310811.281
5A,1C,19.0
5A,2Z,4940.754
5A,2B,0.384
5A,3C,8791.425
DE,5J,83678.0
5A,5J,440691.199
5A,4L,351749.308
5A,2O,0.199
5A,2R,0.009
5A,5J,2985675.12
5A,1W,0.53
5A,1C,7.0
5A,4T,46458.551
5A,5J,1799.316
FR,5J,-2.0
FR,5J,206778.0
5A,5J,2422.311
FR,5J,2861897.0
FR,5J,2655121.0
5A,5J,165801.288
BE,5J,36748.287
BE,5J,34140.364
CH,2Z,11752.241
BE,5J,2607.923
5A,5J,431590.004
BR,5J,357091.738
BR,5J,78975.171
ES,5J,1733976.132
BR,5J,278116.563
CH,5J,1607205.225
CH,5J,0.102
CH,1C,27154.066
CH,5J,2297065.079
CH,5J,689859.752
5A,MA,57.928
5A,IE,633.431
5A,DZ,1366.076
5A,BO,0.004
5A,LY,165.319
5A,ID,2.515
5A,DO,220.529
5A,BN,3.128
5A,LV,1331.43
5A,HU,524.548
5A,DM,5.763
5A,ME,0.944
5A,EE,233.325
5A,BR,305.516
5A,MD,4.593
5A,IL,21.493
5A,EC,144.573
5A,MH,442.405
5A,IQ,7.736
5A,ES,11132.651
5A,MG,1.377
5A,IN,4.683
5A,EG,997.347
5A,BS,1137.395
5A,ML,1.238
5A,IS,0.223
5A,FI,531.007
5A,IR,21.717
5A,ET,46.83
5A,BY,230.131
5A,FM,0.408
5A,CA,19878.747
5A,IT,23610.303
5A,FJ,4.998
5A,JO,0.475
5A,FR,20601.874
5A,MO,7.108
5A,FO,1.557
5A,CD,1.0
5A,MU,129.367
5A,KE,16.141
5A,GB,23256.138
5A,CH,58606.722
5A,MT,4644.921
5A,JP,32.503
5A,GA,248.345
5A,CG,1.017
5A,MW,0.792
5A,GE,111.833
5A,CL,15.227
5A,KG,0.07
5A,GD,6.291
5A,CI,47.116
5A,MY,47.147
5A,GH,62.512
5A,CN,20036.015
5A,5J,309404.308
5A,MX,217.191
5A,GG,95.721
5A,CM,30.123
5A,KW,1007.919
5A,GL,0.532
5A,CR,1.0
5A,MZ,0.098
5A,KR,6.7
5A,GI,212.692
5A,CO,39.197
5A,NE,1.0
5A,KZ,2.167
5A,GN,65.353
5A,NC,2.0
5A,KY,1.78
5A,GM,10.038
5A,LB,2.568
5A,GR,9547.067
5A,CW,8.826
5A,LA,0.022
5A,NG,10.19
5A,GQ,35.414
5A,CV,129.844
5A,2B,339.608
5A,NO,1057.098
5A,LI,2.26
5A,GW,13.861
5A,CZ,4821.717
5A,NL,126444.514
5A,GT,53.443
5A,CY,31.428
5A,NZ,290.9
5A,HN,23.47
5A,DE,430020.652
5A,LK,1.674
5A,HK,1167.732
5A,PA,1001.614
5A,LU,276.156
5A,HT,21.739
5A,DK,54561.358
5A,OM,20.655
5A,LT,367.433
5A,HR,1121.104
5A,DJ,59.0
5A,PF,3.716
5A,LY,43.503
5A,ID,254.214
5A,PE,160.729
5A,LV,988.535
5A,HU,2206.264
5A,PK,0.026
5A,ME,0.244
5A,IM,46.651
5A,EE,569.43
5A,PH,57.606
5A,MD,0.507
5A,IL,2741.206
5A,EC,10.356
5A,MA,24.088
5A,IE,3586.691
5A,DZ,123.413
5A,PS,0.166
5A,IQ,34.002
5A,ES,127174.186
5A,PL,1091.117
5A,MG,6.006
5A,IN,457.918
5A,EG,335.623
5A,2H,-0.002
5A,ML,3.065
5A,IS,72.152
5A,FI,29103.186
5A,PT,1556.347
5A,MK,0.189
5A,IR,193.795
5A,QA,1613.193
5A,MN,0.059
5A,JE,742.733
5A,PY,0.742
5A,MM,5.836
5A,IT,11376.682
5A,FJ,7.004
5A,RS,97.429
5A,MR,8.0
5A,JO,250.075
5A,FR,332446.194
5A,RO,195.496
5A,MO,4.012
5A,JM,8.425
5A,RW,6.389
5A,KE,195.513
5A,GB,791566.492
5A,RU,3310.164
5A,MT,3.766
5A,JP,867.055
5A,GA,64.645
5A,2O,0.038
5A,SC,587.723
5A,MW,0.242
5A,KH,47.002
5A,GE,5.0
5A,SA,108.883
5A,KG,21.433
5A,2R,-0.004
5A,SE,2788.41
5A,MY,1.052
5A,KP,0.021
5A,GH,25.0
5A,5J,927919.006
5A,MX,12.253
5A,KN,21.812
5A,GG,11974.521
DE,5J,25901.0
5A,SI,86.288
5A,KW,317.751
5A,2W,0.002
5A,1C,17453.915
5A,SG,2698.022
5A,MZ,0.757
5A,KR,144.854
5A,GI,1542.895
5A,NE,3.429
5A,KZ,255.338
5A,GN,31.0
5A,SK,714.355
5A,KY,240.745
5A,GM,5.0
5A,SN,23.485
5A,NI,0.013
5A,LB,2053.047
5A,GR,4776.693
5A,SM,15.033
5A,NG,2.145
5A,LA,21.646
5A,2Z,757.258
5A,ST,0.051
5A,NO,178.206
5A,LI,243.578
5A,SR,9.651
5A,NL,4413.187
5A,LC,50.213
5A,GT,4.117
5A,SV,0.01
5A,NZ,42.865
5A,LR,26.539
5A,HN,0.028
5A,NP,0.349
5A,LK,36.009
5A,HK,11022.265
5A,PA,2.21
5A,LU,4860.966
5A,3C,2429.341
5A,SX,0.73
5A,OM,15.16
5A,LT,440.275
5A,HR,2681.702
5A,TC,5.21
5A,PF,14.0
5A,LY,81.712
5A,ID,43.613
5A,SZ,0.239
5A,PE,8.981
5A,LV,464.335
5A,HU,2005.881
5A,TH,64.434
5A,PK,6.436
5A,ME,87.332
5A,IM,1167.808
5A,TG,15.0
5A,PH,27.553
5A,MD,69.378
5A,IL,336.552
5A,MA,1573.238
5A,IE,110019.388
5A,TM,0.008
5A,PS,0.122
5A,MH,106.198
5A,IQ,3.4
5A,PL,54.994
5A,MG,292.36
5A,IN,1172.333
5A,TR,664.476
5A,ML,96.076
5A,TN,63.002
5A,PT,1476.535
5A,MK,62.203
5A,IR,954.695
5A,TW,462.068
5A,QA,180.324
5A,MN,8.826
5A,JE,23306.925
5A,TT,1.01
5A,PY,0.066
5A,MM,9.129
5A,IT,116429.863
5A,4L,1518.115
5A,UA,2.104
5A,RS,15.384
5A,MR,46.767
5A,JO,16.548
5A,TZ,1.474
5A,RO,22.84
5A,MO,83.39
5A,JM,0.861
CA,5J,3830.265
CA,5J,42433.162
5A,US,212504.563
5A,RW,5.198
5A,MU,324.495
5A,KE,166.675
5A,UG,0.054
5A,RU,32.791
5A,MT,1500.874
5A,JP,34582.947
5A,UZ,1.001
5A,MW,12.794
5A,KH,15.82
5A,UY,24.598
5A,SA,145.305
5A,MV,3.607
5A,VC,53.233
5A,SE,214.494
5A,MY,273.521
CA,5J,87420.294
5A,VA,37.771
5A,SD,0.201
5A,MX,1630.262
5A,VG,1761.105
5A,SI,3777.447
5A,KW,703.0
5A,1W,8.23
5A,VE,10.985
5A,SG,6.947
5A,MZ,248.597
5A,KR,2589.368
FR,5J,2.0
5A,VU,1.597
5A,SL,0.027
5A,NE,20.889
5A,KZ,19.187
5A,4T,22389.491
FR,5J,883225.0
5A,VN,0.202
5A,SK,7414.207
5A,NC,323.895
5A,KY,2660.831
CA,5J,133683.721
5A,SN,7.123
5A,NI,26.841
5A,LB,616.123
5A,4U,200.221
5A,WS,32.197
5A,SM,0.034
5A,NG,181.689
5A,LA,12.878
5A,2B,371.031
5A,ZA,180.825
5A,ST,0.021
5A,NO,467.702
5A,LI,462.387
5A,4Y,18416.712
5A,SR,0.631
5A,NL,16552.426
5A,4W,1343.217
5A,SV,1.002
5A,NZ,255.512
5A,LR,1.0
5A,NP,19.003
5A,LK,48.496
5A,5C,12603.157
5A,SY,2.281
5A,PA,397.814
5A,LU,171121.628
5A,SX,0.364
5A,OM,79.84
5A,LT,5442.68
5A,PF,267.079
5A,LY,226.0
FR,5J,904578.0
FR,5J,1787805.0
5A,PE,264.899
5A,LV,3373.691
5A,TG,1.0
5A,PH,241.314
5A,MD,29.419
5A,TD,8.003
5A,PG,6.041
5A,MA,1000.744
5A,TM,0.116
5A,PS,11.953
5A,MH,1.0
5A,5K,23408.661
5A,TJ,0.23
5A,PL,3165.845
5A,MG,82.0
5A,2H,-0.002
5A,TH,15.807
5A,PK,84.989
5A,ME,24.817
5A,TR,65.358
5A,ML,8.0
5A,5R,24926.772
5A,TN,7.772
5A,PT,5626.963
5A,MK,34.162
5A,5M,194.925
5A,TW,0.641
5A,QA,834.463
5A,AE,574.789
5A,PY,103.542
5A,MM,0.006
5A,AD,3.289
5A,2N,2860.59
5A,UA,2.33
5A,RS,372.554
5A,MR,4.0
5A,AI,-0.977
5A,TZ,0.551
5A,RO,1048.396
5A,MO,1001.296
5A,AF,3.922
5A,US,263.657
5A,RW,27.211
5A,MU,155.017
5A,AM,0.556
5A,BW,0.126
5A,UG,1.096
5A,RU,2541.797
5A,MT,813.292
5A,AL,2.386
5A,2O,0.283
5A,UZ,0.113
5A,SC,53.202
5A,AO,17.413
5A,UY,0.399
5A,SA,1305.005
5A,MV,0.01
5A,2R,2.016
5A,SE,1773.377
5A,MY,146.341
5A,AT,812.259
5A,5J,2805312.86
5A,GY,0.12
5A,VA,75.54
5A,SD,11.043
5A,MX,354.274
5A,AR,23.043
5A,SI,915.445
5A,AW,0.128
5A,2W,0.041
5A,1C,18332.581
5A,VE,0.422
5A,SG,1379.122
5A,MZ,46.311
5A,AU,59.908
5A,SL,5.661
5A,NE,1.0
5A,BA,13.419
5A,VN,3.028
5A,SK,1003.654
5A,NC,298.0
5A,AZ,26.901
FR,5J,61981.0
FR,5J,41604.0
5A,YE,0.257
5A,SN,456.334
5A,BD,3.779
5A,SM,256.426
5A,NG,192.353
5A,BB,-0.841
5A,2Z,1918.667
5A,ZA,0.666
5A,ST,6.979
5A,NO,26492.229
5A,BF,0.265
FR,5J,143533.0
5A,SR,93.809
5A,NL,159130.033
5A,BE,455.463
5A,ZW,3.777
5A,SV,29.541
5A,NZ,67.672
5A,BH,2.75
5A,ZM,0.133
5A,NP,0.896
5A,BG,475.662
5A,SY,124.169
5A,PA,19.571
5A,BJ,0.972
5A,3C,33338.229
5A,SX,43.017
5A,OM,3.0
5A,BI,0.038
5A,TC,14.304
5A,PF,110.755
5A,BN,15.914
5A,SZ,8.957
5A,PE,189.754
5A,BM,2.739
5A,TG,63.923
5A,PH,78.619
5A,TD,26.077
5A,PG,0.003
5A,BO,2.129
5A,TM,7.307
5A,BT,0.273
5A,TJ,5.457
5A,PL,8378.998
5A,BS,85.821
FR,5J,56498.0
FR,5J,200030.0
5A,AG,1.28
5A,TH,1192.557
5A,PK,52.896
5A,BR,15.682
5A,TR,2072.624
5A,BZ,14.674
5A,TN,588.34
5A,PT,7576.308
5A,BY,5.101
FR,5J,813786.0
5A,4U,3354.997
FR,5J,2893437.0
5A,2Z,1.426
5A,2B,2.169
5A,4Y,22786.368
5A,4W,11525.761
5A,5C,802022.573
5A,3C,756.031
5A,5K,1478305.163
FR,5J,20377.0
5A,5R,1830054.471
5A,5M,53.294
5A,AE,6232.053
5A,AD,45.675
5A,4L,531.162
5A,2N,0.8
5A,AI,16.119
5A,AM,5.692
5A,AL,27.584
5A,2O,0.046
FR,5J,2104107.0
5A,AO,4.901
5A,2R,2.011
5A,AT,4356.232
5A,AR,11.307
5A,AW,38.832
5A,2W,0.025
5A,AU,4675.751
5A,BA,43.908
5A,4T,3409.439
5A,AZ,1.412
5A,BD,0.005
5A,4U,94.517
FR,5J,70875.0
FR,5J,2174983.0
5A,BB,46.928
5A,2Z,488.587
5A,2B,295.997
5A,BF,10.0
5A,4Y,256.253
5A,BE,17078.69
5A,4W,2302.638
5A,BH,41.121
5A,BG,368.128
5A,5C,93668.394
5A,BM,2922.874
5A,3C,15550.482
5A,BO,8.915
5A,BN,1.66
5A,BR,162.911
JP,5J,5205.12
5A,BQ,16.12
5A,5K,95236.483
5A,BS,1064.688
5A,BZ,426.923
5A,5R,95767.654
5A,BY,19.375
5A,5M,14.827
5A,CA,3144.128
5A,AE,349.587
5A,AD,0.348
5A,4L,20362.699
5A,CF,0.079
5A,CD,0.001
5A,AF,4.223
5A,CH,18867.603
5A,AM,0.266
5A,CG,4.013
5A,AL,1.904
5A,CL,40.796
5A,AO,54.687
5A,CI,1.448
5A,CN,4211.145
5A,AT,5381.266
FR,5J,2079685.0
HK,5J,0.896
HK,5J,22219.462
5A,CM,1.0
5A,AR,11.143
5A,CR,16.084
5A,AW,0.034
5A,CO,37.184
5A,AU,17.241
5A,CU,7.303
5A,BA,10.643
5A,4T,59880.08
5A,AZ,3.51
5A,CW,1249.516
5A,BD,20.428
5A,4U,9090.564
HK,5J,43724.448
HK,5J,65944.806
JP,5J,9337.718
5A,CV,0.113
5A,BB,0.001
JP,5J,14542.838
5A,CZ,537.001
5A,BF,1.037
5A,4Y,9150.137
5A,CY,6687.845
5A,BE,11747.033
5A,4W,26088.897
5A,DE,138587.944
5A,BH,1.165
DE,5J,1323145.0
5A,BG,20.931
5A,5C,182272.5
DE,5J,1192490.0
5A,DM,0.324
5A,DK,11928.292
5A,BJ,5.342
5A,3C,31013.72
5A,BI,0.474
5A,DZ,3.477
5A,BO,20.862
5A,DO,1.322
5A,BN,4.0
5A,EE,306.114
5A,BR,5.487
5A,EC,0.334
5A,ES,12128.181
5A,5K,230527.172
5A,EG,8.295
5A,FI,4644.07
5A,5R,250891.882
5A,BY,0.145
5A,5M,19.519
5A,FM,0.652
5A,CA,152.926
5A,AE,5481.703
5A,AD,597.084
5A,4L,157626.984
5A,FR,77767.888
5A,AI,6.693
5A,FO,0.275
5A,CD,42.776
5A,AF,14.229
5A,5J,642663.099
5A,GB,631085.515
5A,CH,157.829
5A,AM,89.508
5A,CG,5.485
5A,AL,76.74
5A,GE,5.973
5A,CL,10.634
5A,AO,1242.467
5A,GD,0.879
5A,CI,23.267
5A,GH,-0.716
5A,CN,104.843
5A,AT,5422.063
5A,GG,2454.151
5A,CM,26.787
5A,AR,1074.547
ID,5J,84540.578
5A,GL,0.097
5A,CR,0.27
5A,AW,94.089
5A,GI,285.755
5A,CO,10.103
5A,AU,1276.96
5A,GN,0.022
5A,CU,2.388
5A,BA,161.955
5A,4T,107162.513
5A,GM,0.291
5A,AZ,82.782
5A,GR,1191.459
5A,CW,4.366
5A,BD,34.969
5A,4U,2208.532
AU,5J,64156.423
5A,GQ,1.038
5A,CV,4.489
5A,BB,38.789
5A,CZ,2.839
5A,BF,82.822
5A,4Y,61847.859
5A,GT,2.061
5A,CY,11.744
5A,BE,11237.623
5A,4W,12092.402
TW,5J,181711.359
5A,HN,1.609
5A,DE,18461.894
5A,BH,175.467
TW,5J,595671.898
5A,HK,13587.81
5A,BG,1026.294
5A,5C,1616091.239
5A,DK,33.508
5A,BJ,112.808
5A,HR,78.155
5A,DJ,0.009
5A,BI,11.983
5A,IE,102560.434
5A,DZ,116.134
5A,BO,93.124
5A,ID,1.299
5A,DO,0.384
5A,BN,18.118
5A,HU,2427.106
5A,BM,90.43
5A,IM,916.089
5A,EE,226.974
5A,BR,2382.689
5A,IL,302.931
5A,EC,6.546
5A,BQ,71.345
5A,IQ,1.08
5A,ES,1105.557
5A,BT,0.429
5A,5K,2670599.015
5A,IN,372.36
5A,EG,66.484
